sequence_id,prediction,confidence
sco_1164at7157_Anopheles_sinensis,sco1164at7157,1.0
sco_11651at7157_Anopheles_sinensis,sco11651at7157,1.0
sco_11652at7157_Anopheles_sinensis,sco11652at7157,1.0
sco_11655at7157_Anopheles_sinensis,sco11655at7157,1.0
sco_11664at7157_Anopheles_sinensis,sco11664at7157,1.0
sco_11665at7157_Anopheles_sinensis,sco11665at7157,1.0
sco_1166at7157_Anopheles_sinensis,sco1166at7157,1.0
sco_11694at7157_Anopheles_sinensis,sco11694at7157,1.0
sco_11696at7157_Anopheles_sinensis,sco11696at7157,1.0
sco_11698at7157_Anopheles_sinensis,sco11698at7157,1.0
sco_11720at7157_Anopheles_sinensis,sco11720at7157,1.0
sco_11723at7157_Anopheles_sinensis,sco11723at7157,1.0
sco_11728at7157_Anopheles_sinensis,sco11728at7157,1.0
sco_11742at7157_Anopheles_sinensis,sco11742at7157,1.0
sco_11759at7157_Anopheles_sinensis,sco11759at7157,1.0
sco_11778at7157_Anopheles_sinensis,sco11778at7157,1.0
sco_11784at7157_Anopheles_sinensis,sco11784at7157,1.0
sco_11802at7157_Anopheles_sinensis,sco11802at7157,1.0
sco_11817at7157_Anopheles_sinensis,sco11817at7157,1.0
sco_11826at7157_Anopheles_sinensis,sco11826at7157,1.0
sco_11832at7157_Anopheles_sinensis,sco11832at7157,1.0
sco_1183at7157_Anopheles_sinensis,sco1183at7157,1.0
sco_11851at7157_Anopheles_sinensis,sco11851at7157,1.0
sco_11862at7157_Anopheles_sinensis,sco11862at7157,1.0
sco_11867at7157_Anopheles_sinensis,sco11867at7157,1.0
sco_11890at7157_Anopheles_sinensis,sco11890at7157,1.0
sco_11907at7157_Anopheles_sinensis,sco11907at7157,1.0
sco_11916at7157_Anopheles_sinensis,sco11916at7157,1.0
sco_11926at7157_Anopheles_sinensis,sco11926at7157,1.0
sco_11941at7157_Anopheles_sinensis,sco11941at7157,1.0
sco_11948at7157_Anopheles_sinensis,sco11948at7157,1.0
sco_11956at7157_Anopheles_sinensis,sco11956at7157,1.0
sco_11963at7157_Anopheles_sinensis,sco11963at7157,1.0
sco_11966at7157_Anopheles_sinensis,sco11966at7157,1.0
sco_11969at7157_Anopheles_sinensis,sco11969at7157,1.0
sco_11972at7157_Anopheles_sinensis,sco11972at7157,1.0
sco_11973at7157_Anopheles_sinensis,sco11973at7157,1.0
sco_11981at7157_Anopheles_sinensis,sco11981at7157,1.0
sco_11992at7157_Anopheles_sinensis,sco11992at7157,1.0
sco_11994at7157_Anopheles_sinensis,sco11994at7157,1.0
sco_12003at7157_Anopheles_sinensis,sco12003at7157,1.0
sco_12005at7157_Anopheles_sinensis,sco12005at7157,1.0
sco_12010at7157_Anopheles_sinensis,sco12010at7157,1.0
sco_12012at7157_Anopheles_sinensis,sco12012at7157,1.0
sco_12018at7157_Anopheles_sinensis,sco12018at7157,1.0
sco_12025at7157_Anopheles_sinensis,sco12025at7157,1.0
sco_12029at7157_Anopheles_sinensis,sco12029at7157,1.0
sco_1202at7157_Anopheles_sinensis,sco1202at7157,1.0
sco_12031at7157_Anopheles_sinensis,sco12031at7157,1.0
sco_12054at7157_Anopheles_sinensis,sco12054at7157,1.0
sco_12057at7157_Anopheles_sinensis,sco12057at7157,1.0
sco_12060at7157_Anopheles_sinensis,sco12060at7157,1.0
sco_12078at7157_Anopheles_sinensis,sco12078at7157,1.0
sco_12089at7157_Anopheles_sinensis,sco12089at7157,1.0
sco_1208at7157_Anopheles_sinensis,sco1208at7157,1.0
sco_12098at7157_Anopheles_sinensis,sco12098at7157,1.0
sco_12102at7157_Anopheles_sinensis,sco12102at7157,1.0
sco_12107at7157_Anopheles_sinensis,sco12107at7157,1.0
sco_12117at7157_Anopheles_sinensis,sco12117at7157,1.0
sco_12132at7157_Anopheles_sinensis,sco12132at7157,1.0
sco_12141at7157_Anopheles_sinensis,sco12141at7157,1.0
sco_12146at7157_Anopheles_sinensis,sco12146at7157,1.0
sco_12148at7157_Anopheles_sinensis,sco12148at7157,1.0
sco_1216at7157_Anopheles_sinensis,sco1216at7157,1.0
sco_12189at7157_Anopheles_sinensis,sco12189at7157,1.0
sco_12198at7157_Anopheles_sinensis,sco12198at7157,1.0
sco_1219at7157_Anopheles_sinensis,sco1219at7157,1.0
sco_121at7157_Anopheles_sinensis,sco121at7157,1.0
sco_12219at7157_Anopheles_sinensis,sco12219at7157,1.0
sco_12220at7157_Anopheles_sinensis,sco12220at7157,1.0
sco_12234at7157_Anopheles_sinensis,sco12234at7157,1.0
sco_12251at7157_Anopheles_sinensis,sco12251at7157,1.0
sco_12253at7157_Anopheles_sinensis,sco12253at7157,1.0
sco_12271at7157_Anopheles_sinensis,sco12271at7157,1.0
sco_12274at7157_Anopheles_sinensis,sco12274at7157,1.0
sco_12277at7157_Anopheles_sinensis,sco12277at7157,1.0
sco_12279at7157_Anopheles_sinensis,sco12279at7157,1.0
sco_12283at7157_Anopheles_sinensis,sco12283at7157,1.0
sco_12297at7157_Anopheles_sinensis,sco12297at7157,1.0
sco_12302at7157_Anopheles_sinensis,sco12302at7157,1.0
sco_12307at7157_Anopheles_sinensis,sco12307at7157,0.9427245
sco_12315at7157_Anopheles_sinensis,sco12315at7157,1.0
sco_12320at7157_Anopheles_sinensis,sco12320at7157,1.0
sco_12325at7157_Anopheles_sinensis,sco12325at7157,1.0
sco_12330at7157_Anopheles_sinensis,sco12330at7157,1.0
sco_12342at7157_Anopheles_sinensis,sco12342at7157,1.0
sco_12371at7157_Anopheles_sinensis,sco12371at7157,1.0
sco_12373at7157_Anopheles_sinensis,sco12373at7157,1.0
sco_12374at7157_Anopheles_sinensis,sco12374at7157,1.0
sco_12403at7157_Anopheles_sinensis,sco12403at7157,1.0
sco_12405at7157_Anopheles_sinensis,sco12405at7157,1.0
sco_12412at7157_Anopheles_sinensis,sco12412at7157,1.0
sco_12426at7157_Anopheles_sinensis,sco12426at7157,1.0
sco_12438at7157_Anopheles_sinensis,sco12438at7157,1.0
sco_12454at7157_Anopheles_sinensis,sco12454at7157,1.0
sco_12456at7157_Anopheles_sinensis,sco12456at7157,1.0
sco_12457at7157_Anopheles_sinensis,sco12457at7157,1.0
sco_12460at7157_Anopheles_sinensis,sco12460at7157,1.0
sco_12473at7157_Anopheles_sinensis,sco12473at7157,1.0
sco_12478at7157_Anopheles_sinensis,sco12478at7157,1.0
sco_1249at7157_Anopheles_sinensis,sco1249at7157,1.0
sco_12582at7157_Anopheles_sinensis,sco12582at7157,1.0
sco_12608at7157_Anopheles_sinensis,sco12608at7157,1.0
sco_12619at7157_Anopheles_sinensis,sco12619at7157,1.0
sco_12624at7157_Anopheles_sinensis,sco41882at7157,1.0
sco_12627at7157_Anopheles_sinensis,sco12627at7157,1.0
sco_12633at7157_Anopheles_sinensis,sco12633at7157,1.0
sco_12640at7157_Anopheles_sinensis,sco12640at7157,1.0
sco_12647at7157_Anopheles_sinensis,sco12647at7157,1.0
sco_12649at7157_Anopheles_sinensis,sco12649at7157,1.0
sco_12651at7157_Anopheles_sinensis,sco12651at7157,1.0
sco_12672at7157_Anopheles_sinensis,sco12672at7157,1.0
sco_12678at7157_Anopheles_sinensis,sco12678at7157,1.0
sco_1270at7157_Anopheles_sinensis,sco1270at7157,1.0
sco_12738at7157_Anopheles_sinensis,sco12738at7157,1.0
sco_12746at7157_Anopheles_sinensis,sco12746at7157,1.0
sco_12765at7157_Anopheles_sinensis,sco12765at7157,1.0
sco_12781at7157_Anopheles_sinensis,sco12781at7157,1.0
sco_12782at7157_Anopheles_sinensis,sco12782at7157,1.0
sco_12786at7157_Anopheles_sinensis,sco12786at7157,1.0
sco_12793at7157_Anopheles_sinensis,sco43654at7157,0.99999964
sco_12796at7157_Anopheles_sinensis,sco12796at7157,1.0
sco_12797at7157_Anopheles_sinensis,sco12797at7157,1.0
sco_12801at7157_Anopheles_sinensis,sco12801at7157,1.0
sco_12806at7157_Anopheles_sinensis,sco12806at7157,1.0
sco_12820at7157_Anopheles_sinensis,sco12820at7157,1.0
sco_12827at7157_Anopheles_sinensis,sco12827at7157,1.0
sco_12830at7157_Anopheles_sinensis,sco12830at7157,1.0
sco_12844at7157_Anopheles_sinensis,sco12844at7157,1.0
sco_12852at7157_Anopheles_sinensis,sco12852at7157,1.0
sco_12868at7157_Anopheles_sinensis,sco12868at7157,1.0
sco_12877at7157_Anopheles_sinensis,sco12877at7157,1.0
sco_1287at7157_Anopheles_sinensis,sco1287at7157,1.0
sco_12883at7157_Anopheles_sinensis,sco12883at7157,1.0
sco_12902at7157_Anopheles_sinensis,sco12902at7157,1.0
sco_12904at7157_Anopheles_sinensis,sco12904at7157,1.0
sco_12905at7157_Anopheles_sinensis,sco12905at7157,1.0
sco_12918at7157_Anopheles_sinensis,sco12918at7157,1.0
sco_12930at7157_Anopheles_sinensis,sco12930at7157,1.0
sco_12943at7157_Anopheles_sinensis,sco12943at7157,1.0
sco_12958at7157_Anopheles_sinensis,sco12958at7157,1.0
sco_12959at7157_Anopheles_sinensis,sco12959at7157,1.0
sco_12964at7157_Anopheles_sinensis,sco12964at7157,0.9999999
sco_1297at7157_Anopheles_sinensis,sco1297at7157,1.0
sco_13004at7157_Anopheles_sinensis,sco13004at7157,1.0
sco_13005at7157_Anopheles_sinensis,sco13005at7157,1.0
sco_13007at7157_Anopheles_sinensis,sco13007at7157,1.0
sco_13011at7157_Anopheles_sinensis,sco13011at7157,1.0
sco_13014at7157_Anopheles_sinensis,sco13014at7157,1.0
sco_13017at7157_Anopheles_sinensis,sco13017at7157,1.0
sco_1301at7157_Anopheles_sinensis,sco1301at7157,1.0
sco_13033at7157_Anopheles_sinensis,sco13033at7157,1.0
sco_13049at7157_Anopheles_sinensis,sco13049at7157,1.0
sco_13053at7157_Anopheles_sinensis,sco13053at7157,1.0
sco_13054at7157_Anopheles_sinensis,sco13054at7157,1.0
sco_13071at7157_Anopheles_sinensis,sco13071at7157,1.0
sco_13076at7157_Anopheles_sinensis,sco13076at7157,1.0
sco_13079at7157_Anopheles_sinensis,sco13079at7157,1.0
sco_13090at7157_Anopheles_sinensis,sco13090at7157,1.0
sco_13098at7157_Anopheles_sinensis,sco13098at7157,1.0
sco_13104at7157_Anopheles_sinensis,sco13104at7157,1.0
sco_13105at7157_Anopheles_sinensis,sco13105at7157,1.0
sco_1310at7157_Anopheles_sinensis,sco37498at7157,1.0
sco_13112at7157_Anopheles_sinensis,sco13112at7157,1.0
sco_13113at7157_Anopheles_sinensis,sco13113at7157,1.0
sco_13133at7157_Anopheles_sinensis,sco13133at7157,1.0
sco_13139at7157_Anopheles_sinensis,sco13139at7157,1.0
sco_13153at7157_Anopheles_sinensis,sco13153at7157,1.0
sco_13164at7157_Anopheles_sinensis,sco13164at7157,1.0
sco_13177at7157_Anopheles_sinensis,sco13177at7157,1.0
sco_13185at7157_Anopheles_sinensis,sco13185at7157,1.0
sco_13188at7157_Anopheles_sinensis,sco13188at7157,1.0
sco_131at7157_Anopheles_sinensis,sco131at7157,1.0
sco_13203at7157_Anopheles_sinensis,sco13203at7157,1.0
sco_13212at7157_Anopheles_sinensis,sco13212at7157,1.0
sco_13215at7157_Anopheles_sinensis,sco13215at7157,1.0
sco_13217at7157_Anopheles_sinensis,sco13217at7157,1.0
sco_13229at7157_Anopheles_sinensis,sco13229at7157,1.0
sco_13234at7157_Anopheles_sinensis,sco13234at7157,1.0
sco_13255at7157_Anopheles_sinensis,sco8023at7157,0.9999988
sco_1325at7157_Anopheles_sinensis,sco1325at7157,1.0
sco_13283at7157_Anopheles_sinensis,sco13283at7157,1.0
sco_13291at7157_Anopheles_sinensis,sco13291at7157,1.0
sco_13310at7157_Anopheles_sinensis,sco13310at7157,1.0
sco_13326at7157_Anopheles_sinensis,sco13326at7157,1.0
sco_13353at7157_Anopheles_sinensis,sco13353at7157,1.0
sco_1335at7157_Anopheles_sinensis,sco1335at7157,1.0
sco_13388at7157_Anopheles_sinensis,sco13388at7157,1.0
sco_1338at7157_Anopheles_sinensis,sco1338at7157,1.0
sco_13401at7157_Anopheles_sinensis,sco13401at7157,1.0
sco_13407at7157_Anopheles_sinensis,sco13407at7157,1.0
sco_13412at7157_Anopheles_sinensis,sco13412at7157,1.0
sco_13415at7157_Anopheles_sinensis,sco13415at7157,1.0
sco_13426at7157_Anopheles_sinensis,sco13426at7157,1.0
sco_13433at7157_Anopheles_sinensis,sco13433at7157,1.0
sco_13434at7157_Anopheles_sinensis,sco13434at7157,1.0
sco_13441at7157_Anopheles_sinensis,sco13441at7157,1.0
sco_13448at7157_Anopheles_sinensis,sco13448at7157,1.0
sco_13455at7157_Anopheles_sinensis,sco25656at7157,1.0
sco_13466at7157_Anopheles_sinensis,sco39257at7157,0.99999785
sco_13468at7157_Anopheles_sinensis,sco13468at7157,1.0
sco_13476at7157_Anopheles_sinensis,sco13476at7157,1.0
sco_13478at7157_Anopheles_sinensis,sco1961at7157,0.99681646
sco_1347at7157_Anopheles_sinensis,sco1347at7157,1.0
sco_13513at7157_Anopheles_sinensis,sco13513at7157,1.0
sco_13515at7157_Anopheles_sinensis,sco13515at7157,1.0
sco_13539at7157_Anopheles_sinensis,sco13539at7157,1.0
sco_13540at7157_Anopheles_sinensis,sco13540at7157,1.0
sco_13542at7157_Anopheles_sinensis,sco13542at7157,1.0
sco_13546at7157_Anopheles_sinensis,sco13546at7157,1.0
sco_1354at7157_Anopheles_sinensis,sco1354at7157,1.0
sco_13556at7157_Anopheles_sinensis,sco13556at7157,1.0
sco_13558at7157_Anopheles_sinensis,sco13558at7157,1.0
sco_13568at7157_Anopheles_sinensis,sco13568at7157,1.0
sco_13580at7157_Anopheles_sinensis,sco45660at7157,1.0
sco_13582at7157_Anopheles_sinensis,sco13582at7157,1.0
sco_13590at7157_Anopheles_sinensis,sco44224at7157,0.60321975
sco_13594at7157_Anopheles_sinensis,sco13594at7157,1.0
sco_13606at7157_Anopheles_sinensis,sco13606at7157,1.0
sco_13613at7157_Anopheles_sinensis,sco13613at7157,1.0
sco_13623at7157_Anopheles_sinensis,sco13623at7157,1.0
sco_13632at7157_Anopheles_sinensis,sco13632at7157,1.0
sco_13635at7157_Anopheles_sinensis,sco13635at7157,1.0
sco_13637at7157_Anopheles_sinensis,sco13637at7157,1.0
sco_13641at7157_Anopheles_sinensis,sco13641at7157,1.0
sco_13642at7157_Anopheles_sinensis,sco13642at7157,1.0
sco_13659at7157_Anopheles_sinensis,sco13659at7157,1.0
sco_13673at7157_Anopheles_sinensis,sco13673at7157,1.0
sco_13674at7157_Anopheles_sinensis,sco13674at7157,1.0
sco_13683at7157_Anopheles_sinensis,sco13683at7157,1.0
sco_13686at7157_Anopheles_sinensis,sco13686at7157,1.0
sco_13718at7157_Anopheles_sinensis,sco13718at7157,1.0
sco_1372at7157_Anopheles_sinensis,sco1372at7157,1.0
sco_13749at7157_Anopheles_sinensis,sco13749at7157,1.0
sco_13752at7157_Anopheles_sinensis,sco13752at7157,1.0
sco_13760at7157_Anopheles_sinensis,sco13760at7157,1.0
sco_13768at7157_Anopheles_sinensis,sco13768at7157,1.0
sco_13770at7157_Anopheles_sinensis,sco13770at7157,1.0
sco_13775at7157_Anopheles_sinensis,sco13775at7157,1.0
sco_13782at7157_Anopheles_sinensis,sco13782at7157,1.0
sco_13786at7157_Anopheles_sinensis,sco13786at7157,1.0
sco_13794at7157_Anopheles_sinensis,sco13794at7157,1.0
sco_137at7157_Anopheles_sinensis,sco137at7157,1.0
sco_13813at7157_Anopheles_sinensis,sco13813at7157,1.0
sco_13819at7157_Anopheles_sinensis,sco13819at7157,1.0
sco_13841at7157_Anopheles_sinensis,sco13841at7157,1.0
sco_13866at7157_Anopheles_sinensis,sco13866at7157,1.0
sco_13867at7157_Anopheles_sinensis,sco13867at7157,1.0
sco_13868at7157_Anopheles_sinensis,sco13868at7157,1.0
sco_13874at7157_Anopheles_sinensis,sco13874at7157,1.0
