sequence_id,prediction,confidence
sco_10722at7157_Anopheles_gambiae_str._PEST,sco10722at7157,1.0
sco_10730at7157_Anopheles_gambiae_str._PEST,sco10730at7157,1.0
sco_10743at7157_Anopheles_gambiae_str._PEST,sco10743at7157,1.0
sco_10757at7157_Anopheles_gambiae_str._PEST,sco10757at7157,1.0
sco_1075at7157_Anopheles_gambiae_str._PEST,sco1075at7157,1.0
sco_10766at7157_Anopheles_gambiae_str._PEST,sco10766at7157,1.0
sco_10771at7157_Anopheles_gambiae_str._PEST,sco10771at7157,1.0
sco_10786at7157_Anopheles_gambiae_str._PEST,sco10786at7157,1.0
sco_10791at7157_Anopheles_gambiae_str._PEST,sco10791at7157,1.0
sco_10803at7157_Anopheles_gambiae_str._PEST,sco10803at7157,1.0
sco_10823at7157_Anopheles_gambiae_str._PEST,sco10823at7157,1.0
sco_10829at7157_Anopheles_gambiae_str._PEST,sco10829at7157,1.0
sco_10839at7157_Anopheles_gambiae_str._PEST,sco10839at7157,1.0
sco_10843at7157_Anopheles_gambiae_str._PEST,sco10843at7157,1.0
sco_1085at7157_Anopheles_gambiae_str._PEST,sco1085at7157,1.0
sco_1086at7157_Anopheles_gambiae_str._PEST,sco1086at7157,1.0
sco_10871at7157_Anopheles_gambiae_str._PEST,sco10871at7157,1.0
sco_10878at7157_Anopheles_gambiae_str._PEST,sco10878at7157,1.0
sco_10881at7157_Anopheles_gambiae_str._PEST,sco10881at7157,1.0
sco_10898at7157_Anopheles_gambiae_str._PEST,sco10898at7157,1.0
sco_10909at7157_Anopheles_gambiae_str._PEST,sco10909at7157,1.0
sco_1091at7157_Anopheles_gambiae_str._PEST,sco1091at7157,1.0
sco_10924at7157_Anopheles_gambiae_str._PEST,sco10924at7157,1.0
sco_1092at7157_Anopheles_gambiae_str._PEST,sco1092at7157,1.0
sco_10936at7157_Anopheles_gambiae_str._PEST,sco10936at7157,1.0
sco_10952at7157_Anopheles_gambiae_str._PEST,sco10952at7157,1.0
sco_10960at7157_Anopheles_gambiae_str._PEST,sco10960at7157,1.0
sco_10962at7157_Anopheles_gambiae_str._PEST,sco10962at7157,1.0
sco_10964at7157_Anopheles_gambiae_str._PEST,sco10964at7157,1.0
sco_10967at7157_Anopheles_gambiae_str._PEST,sco10967at7157,1.0
sco_10968at7157_Anopheles_gambiae_str._PEST,sco10968at7157,1.0
sco_10979at7157_Anopheles_gambiae_str._PEST,sco10979at7157,1.0
sco_10982at7157_Anopheles_gambiae_str._PEST,sco10982at7157,1.0
sco_10984at7157_Anopheles_gambiae_str._PEST,sco10984at7157,1.0
sco_10996at7157_Anopheles_gambiae_str._PEST,sco10996at7157,1.0
sco_10997at7157_Anopheles_gambiae_str._PEST,sco10997at7157,1.0
sco_1100at7157_Anopheles_gambiae_str._PEST,sco1100at7157,1.0
sco_11014at7157_Anopheles_gambiae_str._PEST,sco11014at7157,1.0
sco_11021at7157_Anopheles_gambiae_str._PEST,sco11021at7157,1.0
sco_11022at7157_Anopheles_gambiae_str._PEST,sco11022at7157,1.0
sco_11026at7157_Anopheles_gambiae_str._PEST,sco11026at7157,1.0
sco_11028at7157_Anopheles_gambiae_str._PEST,sco11028at7157,1.0
sco_11039at7157_Anopheles_gambiae_str._PEST,sco11039at7157,1.0
sco_11043at7157_Anopheles_gambiae_str._PEST,sco11043at7157,1.0
sco_11058at7157_Anopheles_gambiae_str._PEST,sco11058at7157,1.0
sco_11063at7157_Anopheles_gambiae_str._PEST,sco11063at7157,1.0
sco_11065at7157_Anopheles_gambiae_str._PEST,sco11065at7157,1.0
sco_11068at7157_Anopheles_gambiae_str._PEST,sco11068at7157,1.0
sco_11074at7157_Anopheles_gambiae_str._PEST,sco11074at7157,1.0
sco_11085at7157_Anopheles_gambiae_str._PEST,sco11085at7157,1.0
sco_11089at7157_Anopheles_gambiae_str._PEST,sco11089at7157,1.0
sco_11093at7157_Anopheles_gambiae_str._PEST,sco11093at7157,1.0
sco_11102at7157_Anopheles_gambiae_str._PEST,sco11102at7157,1.0
sco_11105at7157_Anopheles_gambiae_str._PEST,sco11105at7157,1.0
sco_11108at7157_Anopheles_gambiae_str._PEST,sco11108at7157,1.0
sco_11120at7157_Anopheles_gambiae_str._PEST,sco11120at7157,1.0
sco_11121at7157_Anopheles_gambiae_str._PEST,sco11121at7157,1.0
sco_11123at7157_Anopheles_gambiae_str._PEST,sco11123at7157,1.0
sco_11128at7157_Anopheles_gambiae_str._PEST,sco11128at7157,1.0
sco_11129at7157_Anopheles_gambiae_str._PEST,sco11129at7157,1.0
sco_11136at7157_Anopheles_gambiae_str._PEST,sco11136at7157,1.0
sco_11145at7157_Anopheles_gambiae_str._PEST,sco11145at7157,1.0
sco_1114at7157_Anopheles_gambiae_str._PEST,sco1114at7157,1.0
sco_11158at7157_Anopheles_gambiae_str._PEST,sco11158at7157,1.0
sco_11159at7157_Anopheles_gambiae_str._PEST,sco11159at7157,1.0
sco_11167at7157_Anopheles_gambiae_str._PEST,sco11167at7157,1.0
sco_11171at7157_Anopheles_gambiae_str._PEST,sco11171at7157,1.0
sco_11175at7157_Anopheles_gambiae_str._PEST,sco11175at7157,1.0
sco_11181at7157_Anopheles_gambiae_str._PEST,sco11181at7157,1.0
sco_11182at7157_Anopheles_gambiae_str._PEST,sco11182at7157,1.0
sco_11186at7157_Anopheles_gambiae_str._PEST,sco11186at7157,1.0
sco_11205at7157_Anopheles_gambiae_str._PEST,sco11205at7157,1.0
sco_11211at7157_Anopheles_gambiae_str._PEST,sco11211at7157,1.0
sco_11214at7157_Anopheles_gambiae_str._PEST,sco11214at7157,1.0
sco_11239at7157_Anopheles_gambiae_str._PEST,sco11239at7157,1.0
sco_11241at7157_Anopheles_gambiae_str._PEST,sco11241at7157,1.0
sco_11243at7157_Anopheles_gambiae_str._PEST,sco11243at7157,1.0
sco_11244at7157_Anopheles_gambiae_str._PEST,sco11244at7157,1.0
sco_11255at7157_Anopheles_gambiae_str._PEST,sco11255at7157,1.0
sco_11258at7157_Anopheles_gambiae_str._PEST,sco11258at7157,1.0
sco_11308at7157_Anopheles_gambiae_str._PEST,sco11308at7157,1.0
sco_11312at7157_Anopheles_gambiae_str._PEST,sco11312at7157,1.0
sco_11314at7157_Anopheles_gambiae_str._PEST,sco11314at7157,1.0
sco_11339at7157_Anopheles_gambiae_str._PEST,sco11339at7157,1.0
sco_11352at7157_Anopheles_gambiae_str._PEST,sco11352at7157,1.0
sco_11356at7157_Anopheles_gambiae_str._PEST,sco11356at7157,1.0
sco_11370at7157_Anopheles_gambiae_str._PEST,sco11370at7157,1.0
sco_11378at7157_Anopheles_gambiae_str._PEST,sco11378at7157,1.0
sco_11380at7157_Anopheles_gambiae_str._PEST,sco11380at7157,1.0
sco_11381at7157_Anopheles_gambiae_str._PEST,sco11381at7157,1.0
sco_11385at7157_Anopheles_gambiae_str._PEST,sco11385at7157,1.0
sco_11403at7157_Anopheles_gambiae_str._PEST,sco11403at7157,1.0
sco_11414at7157_Anopheles_gambiae_str._PEST,sco11414at7157,1.0
sco_11417at7157_Anopheles_gambiae_str._PEST,sco11417at7157,1.0
sco_11419at7157_Anopheles_gambiae_str._PEST,sco11419at7157,1.0
sco_11421at7157_Anopheles_gambiae_str._PEST,sco11421at7157,1.0
sco_11444at7157_Anopheles_gambiae_str._PEST,sco11444at7157,1.0
sco_1145at7157_Anopheles_gambiae_str._PEST,sco1145at7157,1.0
sco_11470at7157_Anopheles_gambiae_str._PEST,sco11470at7157,1.0
sco_11476at7157_Anopheles_gambiae_str._PEST,sco11476at7157,1.0
sco_11482at7157_Anopheles_gambiae_str._PEST,sco11482at7157,1.0
sco_11484at7157_Anopheles_gambiae_str._PEST,sco11484at7157,1.0
sco_11488at7157_Anopheles_gambiae_str._PEST,sco11488at7157,1.0
sco_11515at7157_Anopheles_gambiae_str._PEST,sco11515at7157,1.0
sco_11531at7157_Anopheles_gambiae_str._PEST,sco11531at7157,1.0
sco_11547at7157_Anopheles_gambiae_str._PEST,sco11547at7157,1.0
sco_11556at7157_Anopheles_gambiae_str._PEST,sco11556at7157,1.0
sco_11557at7157_Anopheles_gambiae_str._PEST,sco11557at7157,1.0
sco_1155at7157_Anopheles_gambiae_str._PEST,sco1155at7157,1.0
sco_11578at7157_Anopheles_gambiae_str._PEST,sco11578at7157,1.0
sco_11582at7157_Anopheles_gambiae_str._PEST,sco11582at7157,1.0
sco_11586at7157_Anopheles_gambiae_str._PEST,sco11586at7157,1.0
sco_11591at7157_Anopheles_gambiae_str._PEST,sco11591at7157,1.0
sco_11594at7157_Anopheles_gambiae_str._PEST,sco11594at7157,1.0
sco_11601at7157_Anopheles_gambiae_str._PEST,sco11601at7157,1.0
sco_11602at7157_Anopheles_gambiae_str._PEST,sco11602at7157,1.0
sco_11609at7157_Anopheles_gambiae_str._PEST,sco11609at7157,1.0
sco_11610at7157_Anopheles_gambiae_str._PEST,sco11610at7157,1.0
sco_1161at7157_Anopheles_gambiae_str._PEST,sco1161at7157,1.0
sco_11621at7157_Anopheles_gambiae_str._PEST,sco11621at7157,1.0
sco_11626at7157_Anopheles_gambiae_str._PEST,sco11626at7157,1.0
sco_11636at7157_Anopheles_gambiae_str._PEST,sco11636at7157,1.0
sco_1163at7157_Anopheles_gambiae_str._PEST,sco1163at7157,1.0
sco_11641at7157_Anopheles_gambiae_str._PEST,sco11641at7157,1.0
sco_11645at7157_Anopheles_gambiae_str._PEST,sco11645at7157,1.0
sco_11647at7157_Anopheles_gambiae_str._PEST,sco11647at7157,1.0
sco_11648at7157_Anopheles_gambiae_str._PEST,sco11648at7157,1.0
sco_1164at7157_Anopheles_gambiae_str._PEST,sco1164at7157,1.0
sco_11651at7157_Anopheles_gambiae_str._PEST,sco11651at7157,1.0
sco_11652at7157_Anopheles_gambiae_str._PEST,sco11652at7157,1.0
sco_11655at7157_Anopheles_gambiae_str._PEST,sco11655at7157,1.0
sco_11664at7157_Anopheles_gambiae_str._PEST,sco11664at7157,1.0
sco_11665at7157_Anopheles_gambiae_str._PEST,sco11665at7157,1.0
sco_1166at7157_Anopheles_gambiae_str._PEST,sco1166at7157,1.0
sco_11694at7157_Anopheles_gambiae_str._PEST,sco11694at7157,1.0
sco_11696at7157_Anopheles_gambiae_str._PEST,sco11696at7157,1.0
sco_11698at7157_Anopheles_gambiae_str._PEST,sco11698at7157,1.0
sco_11720at7157_Anopheles_gambiae_str._PEST,sco11720at7157,1.0
sco_11723at7157_Anopheles_gambiae_str._PEST,sco11723at7157,1.0
sco_11728at7157_Anopheles_gambiae_str._PEST,sco11728at7157,1.0
sco_11742at7157_Anopheles_gambiae_str._PEST,sco11742at7157,1.0
sco_11759at7157_Anopheles_gambiae_str._PEST,sco11759at7157,1.0
sco_11775at7157_Anopheles_gambiae_str._PEST,sco11775at7157,1.0
sco_11784at7157_Anopheles_gambiae_str._PEST,sco11784at7157,1.0
sco_11802at7157_Anopheles_gambiae_str._PEST,sco11802at7157,1.0
sco_11817at7157_Anopheles_gambiae_str._PEST,sco11817at7157,1.0
sco_11826at7157_Anopheles_gambiae_str._PEST,sco11826at7157,1.0
sco_11832at7157_Anopheles_gambiae_str._PEST,sco11832at7157,1.0
sco_11836at7157_Anopheles_gambiae_str._PEST,sco11836at7157,1.0
sco_1183at7157_Anopheles_gambiae_str._PEST,sco1183at7157,1.0
sco_11841at7157_Anopheles_gambiae_str._PEST,sco11841at7157,1.0
sco_11851at7157_Anopheles_gambiae_str._PEST,sco11851at7157,1.0
sco_11852at7157_Anopheles_gambiae_str._PEST,sco11852at7157,1.0
sco_11862at7157_Anopheles_gambiae_str._PEST,sco11862at7157,1.0
sco_11865at7157_Anopheles_gambiae_str._PEST,sco11865at7157,1.0
sco_11867at7157_Anopheles_gambiae_str._PEST,sco11867at7157,1.0
sco_11890at7157_Anopheles_gambiae_str._PEST,sco11890at7157,1.0
sco_11907at7157_Anopheles_gambiae_str._PEST,sco11907at7157,1.0
sco_11916at7157_Anopheles_gambiae_str._PEST,sco11916at7157,1.0
sco_11926at7157_Anopheles_gambiae_str._PEST,sco11926at7157,1.0
sco_11938at7157_Anopheles_gambiae_str._PEST,sco11938at7157,1.0
sco_11941at7157_Anopheles_gambiae_str._PEST,sco11941at7157,1.0
sco_11948at7157_Anopheles_gambiae_str._PEST,sco11948at7157,1.0
sco_11956at7157_Anopheles_gambiae_str._PEST,sco11956at7157,1.0
sco_11963at7157_Anopheles_gambiae_str._PEST,sco11963at7157,1.0
sco_11966at7157_Anopheles_gambiae_str._PEST,sco11966at7157,1.0
sco_11969at7157_Anopheles_gambiae_str._PEST,sco11969at7157,1.0
sco_11972at7157_Anopheles_gambiae_str._PEST,sco11972at7157,1.0
sco_11973at7157_Anopheles_gambiae_str._PEST,sco11973at7157,1.0
sco_11977at7157_Anopheles_gambiae_str._PEST,sco11977at7157,1.0
sco_11981at7157_Anopheles_gambiae_str._PEST,sco11981at7157,1.0
sco_11992at7157_Anopheles_gambiae_str._PEST,sco11992at7157,1.0
sco_11994at7157_Anopheles_gambiae_str._PEST,sco11994at7157,1.0
sco_12003at7157_Anopheles_gambiae_str._PEST,sco12003at7157,1.0
sco_12005at7157_Anopheles_gambiae_str._PEST,sco12005at7157,1.0
sco_12010at7157_Anopheles_gambiae_str._PEST,sco12010at7157,1.0
sco_12012at7157_Anopheles_gambiae_str._PEST,sco12012at7157,1.0
sco_12018at7157_Anopheles_gambiae_str._PEST,sco12018at7157,1.0
sco_12025at7157_Anopheles_gambiae_str._PEST,sco12025at7157,1.0
sco_12029at7157_Anopheles_gambiae_str._PEST,sco12029at7157,1.0
sco_1202at7157_Anopheles_gambiae_str._PEST,sco1202at7157,1.0
sco_12031at7157_Anopheles_gambiae_str._PEST,sco12031at7157,1.0
sco_12054at7157_Anopheles_gambiae_str._PEST,sco12054at7157,1.0
sco_12057at7157_Anopheles_gambiae_str._PEST,sco12057at7157,1.0
sco_12060at7157_Anopheles_gambiae_str._PEST,sco12060at7157,1.0
sco_12078at7157_Anopheles_gambiae_str._PEST,sco12078at7157,1.0
sco_12089at7157_Anopheles_gambiae_str._PEST,sco12089at7157,1.0
sco_1208at7157_Anopheles_gambiae_str._PEST,sco1208at7157,1.0
sco_12098at7157_Anopheles_gambiae_str._PEST,sco12098at7157,1.0
sco_12102at7157_Anopheles_gambiae_str._PEST,sco12102at7157,1.0
sco_12107at7157_Anopheles_gambiae_str._PEST,sco12107at7157,1.0
sco_12117at7157_Anopheles_gambiae_str._PEST,sco12117at7157,1.0
sco_12132at7157_Anopheles_gambiae_str._PEST,sco12132at7157,1.0
sco_12139at7157_Anopheles_gambiae_str._PEST,sco12139at7157,1.0
sco_12141at7157_Anopheles_gambiae_str._PEST,sco12141at7157,1.0
sco_12146at7157_Anopheles_gambiae_str._PEST,sco12146at7157,1.0
sco_12148at7157_Anopheles_gambiae_str._PEST,sco12148at7157,1.0
sco_1216at7157_Anopheles_gambiae_str._PEST,sco1216at7157,1.0
sco_12175at7157_Anopheles_gambiae_str._PEST,sco12175at7157,1.0
sco_12189at7157_Anopheles_gambiae_str._PEST,sco12189at7157,1.0
sco_12198at7157_Anopheles_gambiae_str._PEST,sco12198at7157,1.0
sco_1219at7157_Anopheles_gambiae_str._PEST,sco1219at7157,1.0
sco_121at7157_Anopheles_gambiae_str._PEST,sco121at7157,1.0
sco_12217at7157_Anopheles_gambiae_str._PEST,sco12217at7157,1.0
sco_12219at7157_Anopheles_gambiae_str._PEST,sco12219at7157,1.0
sco_12220at7157_Anopheles_gambiae_str._PEST,sco12220at7157,1.0
sco_12234at7157_Anopheles_gambiae_str._PEST,sco12234at7157,1.0
sco_12251at7157_Anopheles_gambiae_str._PEST,sco12251at7157,1.0
sco_12253at7157_Anopheles_gambiae_str._PEST,sco12253at7157,1.0
sco_12271at7157_Anopheles_gambiae_str._PEST,sco12271at7157,1.0
sco_12274at7157_Anopheles_gambiae_str._PEST,sco12274at7157,1.0
sco_12277at7157_Anopheles_gambiae_str._PEST,sco12277at7157,1.0
sco_12279at7157_Anopheles_gambiae_str._PEST,sco12279at7157,1.0
sco_12283at7157_Anopheles_gambiae_str._PEST,sco12283at7157,1.0
sco_12297at7157_Anopheles_gambiae_str._PEST,sco12297at7157,1.0
sco_12302at7157_Anopheles_gambiae_str._PEST,sco12302at7157,1.0
sco_12307at7157_Anopheles_gambiae_str._PEST,sco12307at7157,1.0
sco_1230at7157_Anopheles_gambiae_str._PEST,sco1230at7157,1.0
sco_12315at7157_Anopheles_gambiae_str._PEST,sco12315at7157,1.0
sco_12320at7157_Anopheles_gambiae_str._PEST,sco12320at7157,1.0
sco_12325at7157_Anopheles_gambiae_str._PEST,sco12325at7157,1.0
sco_12330at7157_Anopheles_gambiae_str._PEST,sco12330at7157,1.0
sco_12342at7157_Anopheles_gambiae_str._PEST,sco12342at7157,1.0
sco_12371at7157_Anopheles_gambiae_str._PEST,sco12371at7157,1.0
sco_12373at7157_Anopheles_gambiae_str._PEST,sco12373at7157,1.0
sco_12374at7157_Anopheles_gambiae_str._PEST,sco12374at7157,1.0
sco_12378at7157_Anopheles_gambiae_str._PEST,sco12378at7157,1.0
sco_12403at7157_Anopheles_gambiae_str._PEST,sco12403at7157,1.0
sco_12405at7157_Anopheles_gambiae_str._PEST,sco12405at7157,1.0
sco_12412at7157_Anopheles_gambiae_str._PEST,sco12412at7157,1.0
sco_12426at7157_Anopheles_gambiae_str._PEST,sco12426at7157,1.0
sco_12438at7157_Anopheles_gambiae_str._PEST,sco12438at7157,1.0
sco_12454at7157_Anopheles_gambiae_str._PEST,sco12454at7157,1.0
sco_12456at7157_Anopheles_gambiae_str._PEST,sco12456at7157,1.0
sco_12457at7157_Anopheles_gambiae_str._PEST,sco12457at7157,1.0
sco_12460at7157_Anopheles_gambiae_str._PEST,sco12460at7157,1.0
sco_12473at7157_Anopheles_gambiae_str._PEST,sco12473at7157,1.0
sco_12478at7157_Anopheles_gambiae_str._PEST,sco12478at7157,1.0
sco_1249at7157_Anopheles_gambiae_str._PEST,sco1249at7157,1.0
sco_12504at7157_Anopheles_gambiae_str._PEST,sco12504at7157,1.0
sco_12582at7157_Anopheles_gambiae_str._PEST,sco12582at7157,1.0
sco_12601at7157_Anopheles_gambiae_str._PEST,sco12601at7157,1.0
sco_12608at7157_Anopheles_gambiae_str._PEST,sco12608at7157,1.0
sco_12619at7157_Anopheles_gambiae_str._PEST,sco12619at7157,1.0
sco_12624at7157_Anopheles_gambiae_str._PEST,sco12624at7157,1.0
sco_12627at7157_Anopheles_gambiae_str._PEST,sco12627at7157,1.0
sco_12633at7157_Anopheles_gambiae_str._PEST,sco12633at7157,1.0
sco_12640at7157_Anopheles_gambiae_str._PEST,sco12640at7157,1.0
sco_12647at7157_Anopheles_gambiae_str._PEST,sco12647at7157,1.0
sco_12649at7157_Anopheles_gambiae_str._PEST,sco12649at7157,1.0
sco_12651at7157_Anopheles_gambiae_str._PEST,sco12651at7157,1.0
sco_12665at7157_Anopheles_gambiae_str._PEST,sco12665at7157,1.0
sco_12672at7157_Anopheles_gambiae_str._PEST,sco12672at7157,1.0
sco_12678at7157_Anopheles_gambiae_str._PEST,sco12678at7157,1.0
sco_1270at7157_Anopheles_gambiae_str._PEST,sco1270at7157,1.0
sco_12738at7157_Anopheles_gambiae_str._PEST,sco12738at7157,1.0
sco_12746at7157_Anopheles_gambiae_str._PEST,sco12746at7157,1.0
sco_12758at7157_Anopheles_gambiae_str._PEST,sco12758at7157,1.0
sco_12765at7157_Anopheles_gambiae_str._PEST,sco12765at7157,1.0
sco_12771at7157_Anopheles_gambiae_str._PEST,sco12771at7157,1.0
sco_12781at7157_Anopheles_gambiae_str._PEST,sco12781at7157,1.0
sco_12782at7157_Anopheles_gambiae_str._PEST,sco12782at7157,1.0
sco_12786at7157_Anopheles_gambiae_str._PEST,sco12786at7157,1.0
sco_12793at7157_Anopheles_gambiae_str._PEST,sco12793at7157,1.0
sco_12795at7157_Anopheles_gambiae_str._PEST,sco12795at7157,1.0
sco_12796at7157_Anopheles_gambiae_str._PEST,sco12796at7157,1.0
sco_12797at7157_Anopheles_gambiae_str._PEST,sco12797at7157,1.0
sco_12801at7157_Anopheles_gambiae_str._PEST,sco12801at7157,1.0
sco_12806at7157_Anopheles_gambiae_str._PEST,sco12806at7157,1.0
sco_12820at7157_Anopheles_gambiae_str._PEST,sco12820at7157,1.0
sco_12824at7157_Anopheles_gambiae_str._PEST,sco12824at7157,1.0
sco_12827at7157_Anopheles_gambiae_str._PEST,sco12827at7157,1.0
sco_12830at7157_Anopheles_gambiae_str._PEST,sco12830at7157,1.0
sco_12844at7157_Anopheles_gambiae_str._PEST,sco12844at7157,1.0
sco_12852at7157_Anopheles_gambiae_str._PEST,sco12852at7157,1.0
sco_12868at7157_Anopheles_gambiae_str._PEST,sco12868at7157,1.0
sco_1286at7157_Anopheles_gambiae_str._PEST,sco1286at7157,1.0
sco_12877at7157_Anopheles_gambiae_str._PEST,sco12877at7157,1.0
sco_1287at7157_Anopheles_gambiae_str._PEST,sco1287at7157,1.0
sco_12883at7157_Anopheles_gambiae_str._PEST,sco12883at7157,1.0
