sequence_id,prediction,confidence
sco_10839at7157_Aedes_aegypti,sco10839at7157,1.0
sco_10843at7157_Aedes_aegypti,sco10843at7157,1.0
sco_1085at7157_Aedes_aegypti,sco1085at7157,1.0
sco_10871at7157_Aedes_aegypti,sco10871at7157,1.0
sco_10878at7157_Aedes_aegypti,sco10878at7157,1.0
sco_10881at7157_Aedes_aegypti,sco10881at7157,1.0
sco_10898at7157_Aedes_aegypti,sco10898at7157,1.0
sco_10909at7157_Aedes_aegypti,sco10909at7157,1.0
sco_1091at7157_Aedes_aegypti,sco1091at7157,1.0
sco_10924at7157_Aedes_aegypti,sco10924at7157,1.0
sco_1092at7157_Aedes_aegypti,sco1092at7157,1.0
sco_10952at7157_Aedes_aegypti,sco10952at7157,1.0
sco_10960at7157_Aedes_aegypti,sco10960at7157,1.0
sco_10962at7157_Aedes_aegypti,sco10962at7157,1.0
sco_10964at7157_Aedes_aegypti,sco10964at7157,1.0
sco_10967at7157_Aedes_aegypti,sco10967at7157,1.0
sco_10968at7157_Aedes_aegypti,sco10968at7157,1.0
sco_10979at7157_Aedes_aegypti,sco10979at7157,1.0
sco_10984at7157_Aedes_aegypti,sco10984at7157,1.0
sco_10996at7157_Aedes_aegypti,sco10996at7157,1.0
sco_10997at7157_Aedes_aegypti,sco10997at7157,1.0
sco_1100at7157_Aedes_aegypti,sco1100at7157,1.0
sco_11014at7157_Aedes_aegypti,sco11014at7157,1.0
sco_11021at7157_Aedes_aegypti,sco11021at7157,0.9998416
sco_11022at7157_Aedes_aegypti,sco11022at7157,1.0
sco_11026at7157_Aedes_aegypti,sco11026at7157,1.0
sco_11028at7157_Aedes_aegypti,sco11028at7157,1.0
sco_11039at7157_Aedes_aegypti,sco11039at7157,1.0
sco_11043at7157_Aedes_aegypti,sco11043at7157,1.0
sco_11058at7157_Aedes_aegypti,sco11058at7157,1.0
sco_11063at7157_Aedes_aegypti,sco11063at7157,1.0
sco_11065at7157_Aedes_aegypti,sco11065at7157,1.0
sco_11068at7157_Aedes_aegypti,sco11068at7157,1.0
sco_11074at7157_Aedes_aegypti,sco11074at7157,1.0
sco_11085at7157_Aedes_aegypti,sco11085at7157,1.0
sco_11089at7157_Aedes_aegypti,sco11089at7157,1.0
sco_11093at7157_Aedes_aegypti,sco11093at7157,1.0
sco_11102at7157_Aedes_aegypti,sco11102at7157,1.0
sco_11105at7157_Aedes_aegypti,sco11105at7157,1.0
sco_11108at7157_Aedes_aegypti,sco11108at7157,1.0
sco_11120at7157_Aedes_aegypti,sco11120at7157,1.0
sco_11121at7157_Aedes_aegypti,sco11121at7157,1.0
sco_11123at7157_Aedes_aegypti,sco11123at7157,1.0
sco_11128at7157_Aedes_aegypti,sco11128at7157,1.0
sco_11129at7157_Aedes_aegypti,sco11129at7157,1.0
sco_11136at7157_Aedes_aegypti,sco11136at7157,1.0
sco_11145at7157_Aedes_aegypti,sco11145at7157,1.0
sco_1114at7157_Aedes_aegypti,sco1114at7157,1.0
sco_11158at7157_Aedes_aegypti,sco11158at7157,1.0
sco_11159at7157_Aedes_aegypti,sco11159at7157,1.0
sco_11167at7157_Aedes_aegypti,sco11167at7157,1.0
sco_11171at7157_Aedes_aegypti,sco11171at7157,1.0
sco_11175at7157_Aedes_aegypti,sco11175at7157,1.0
sco_11181at7157_Aedes_aegypti,sco11181at7157,1.0
sco_11182at7157_Aedes_aegypti,sco11182at7157,1.0
sco_11186at7157_Aedes_aegypti,sco11186at7157,1.0
sco_11205at7157_Aedes_aegypti,sco11205at7157,1.0
sco_11211at7157_Aedes_aegypti,sco11211at7157,1.0
sco_11239at7157_Aedes_aegypti,sco11239at7157,1.0
sco_11241at7157_Aedes_aegypti,sco11241at7157,1.0
sco_11243at7157_Aedes_aegypti,sco11243at7157,1.0
sco_11244at7157_Aedes_aegypti,sco11244at7157,1.0
sco_11255at7157_Aedes_aegypti,sco11255at7157,1.0
sco_11258at7157_Aedes_aegypti,sco11258at7157,1.0
sco_11308at7157_Aedes_aegypti,sco11308at7157,1.0
sco_11312at7157_Aedes_aegypti,sco11312at7157,1.0
sco_11314at7157_Aedes_aegypti,sco11314at7157,1.0
sco_11339at7157_Aedes_aegypti,sco11339at7157,1.0
sco_11352at7157_Aedes_aegypti,sco11352at7157,1.0
sco_11356at7157_Aedes_aegypti,sco11356at7157,1.0
sco_11370at7157_Aedes_aegypti,sco11370at7157,1.0
sco_11378at7157_Aedes_aegypti,sco11378at7157,1.0
sco_11380at7157_Aedes_aegypti,sco11380at7157,1.0
sco_11381at7157_Aedes_aegypti,sco11381at7157,1.0
sco_11385at7157_Aedes_aegypti,sco11385at7157,1.0
sco_11403at7157_Aedes_aegypti,sco11403at7157,1.0
sco_11414at7157_Aedes_aegypti,sco11414at7157,1.0
sco_11417at7157_Aedes_aegypti,sco11417at7157,1.0
sco_11419at7157_Aedes_aegypti,sco11419at7157,1.0
sco_11421at7157_Aedes_aegypti,sco11421at7157,1.0
sco_11444at7157_Aedes_aegypti,sco11444at7157,1.0
sco_1145at7157_Aedes_aegypti,sco1145at7157,1.0
sco_11470at7157_Aedes_aegypti,sco11470at7157,1.0
sco_11476at7157_Aedes_aegypti,sco11476at7157,1.0
sco_11482at7157_Aedes_aegypti,sco11482at7157,1.0
sco_11484at7157_Aedes_aegypti,sco11484at7157,1.0
sco_11488at7157_Aedes_aegypti,sco11488at7157,1.0
sco_11515at7157_Aedes_aegypti,sco11515at7157,1.0
sco_11531at7157_Aedes_aegypti,sco11531at7157,1.0
sco_11547at7157_Aedes_aegypti,sco11547at7157,1.0
sco_11556at7157_Aedes_aegypti,sco11556at7157,1.0
sco_11557at7157_Aedes_aegypti,sco11557at7157,1.0
sco_1155at7157_Aedes_aegypti,sco1155at7157,1.0
sco_11578at7157_Aedes_aegypti,sco11578at7157,1.0
sco_11582at7157_Aedes_aegypti,sco11582at7157,1.0
sco_11586at7157_Aedes_aegypti,sco11586at7157,1.0
sco_11591at7157_Aedes_aegypti,sco11591at7157,1.0
sco_11594at7157_Aedes_aegypti,sco11594at7157,1.0
sco_11601at7157_Aedes_aegypti,sco11601at7157,1.0
sco_11602at7157_Aedes_aegypti,sco11602at7157,1.0
sco_11609at7157_Aedes_aegypti,sco11609at7157,1.0
sco_11610at7157_Aedes_aegypti,sco11610at7157,1.0
sco_1161at7157_Aedes_aegypti,sco1161at7157,1.0
sco_11621at7157_Aedes_aegypti,sco11621at7157,1.0
sco_11626at7157_Aedes_aegypti,sco11626at7157,1.0
sco_11636at7157_Aedes_aegypti,sco11636at7157,1.0
sco_1163at7157_Aedes_aegypti,sco1163at7157,1.0
sco_11641at7157_Aedes_aegypti,sco11641at7157,1.0
sco_11645at7157_Aedes_aegypti,sco11645at7157,1.0
sco_11647at7157_Aedes_aegypti,sco11647at7157,1.0
sco_11648at7157_Aedes_aegypti,sco11648at7157,1.0
sco_1164at7157_Aedes_aegypti,sco1164at7157,1.0
sco_11651at7157_Aedes_aegypti,sco11651at7157,1.0
sco_11652at7157_Aedes_aegypti,sco11652at7157,1.0
sco_11655at7157_Aedes_aegypti,sco11655at7157,1.0
sco_11664at7157_Aedes_aegypti,sco11664at7157,1.0
sco_11665at7157_Aedes_aegypti,sco11665at7157,1.0
sco_1166at7157_Aedes_aegypti,sco1166at7157,1.0
sco_11694at7157_Aedes_aegypti,sco11694at7157,1.0
sco_11696at7157_Aedes_aegypti,sco11696at7157,1.0
sco_11698at7157_Aedes_aegypti,sco11698at7157,1.0
sco_11720at7157_Aedes_aegypti,sco11720at7157,1.0
sco_11723at7157_Aedes_aegypti,sco11723at7157,1.0
sco_11728at7157_Aedes_aegypti,sco11728at7157,1.0
sco_11742at7157_Aedes_aegypti,sco11742at7157,1.0
sco_11759at7157_Aedes_aegypti,sco11759at7157,1.0
sco_11775at7157_Aedes_aegypti,sco11775at7157,1.0
sco_11778at7157_Aedes_aegypti,sco29248at7157,0.8472543
sco_11784at7157_Aedes_aegypti,sco11784at7157,1.0
sco_11802at7157_Aedes_aegypti,sco11802at7157,1.0
sco_11826at7157_Aedes_aegypti,sco11826at7157,1.0
sco_11832at7157_Aedes_aegypti,sco11832at7157,1.0
sco_11836at7157_Aedes_aegypti,sco11836at7157,1.0
sco_1183at7157_Aedes_aegypti,sco1183at7157,1.0
sco_11841at7157_Aedes_aegypti,sco11841at7157,1.0
sco_11851at7157_Aedes_aegypti,sco11851at7157,1.0
sco_11852at7157_Aedes_aegypti,sco11852at7157,1.0
sco_11862at7157_Aedes_aegypti,sco11862at7157,1.0
sco_11865at7157_Aedes_aegypti,sco11865at7157,1.0
sco_11867at7157_Aedes_aegypti,sco11867at7157,1.0
sco_11890at7157_Aedes_aegypti,sco11890at7157,1.0
sco_11907at7157_Aedes_aegypti,sco11907at7157,1.0
sco_11916at7157_Aedes_aegypti,sco11916at7157,1.0
sco_11926at7157_Aedes_aegypti,sco11926at7157,1.0
sco_11938at7157_Aedes_aegypti,sco11938at7157,1.0
sco_11941at7157_Aedes_aegypti,sco11941at7157,1.0
sco_11948at7157_Aedes_aegypti,sco11948at7157,1.0
sco_11963at7157_Aedes_aegypti,sco11963at7157,1.0
sco_11969at7157_Aedes_aegypti,sco11969at7157,1.0
sco_11972at7157_Aedes_aegypti,sco11972at7157,1.0
sco_11973at7157_Aedes_aegypti,sco11973at7157,1.0
sco_11977at7157_Aedes_aegypti,sco11977at7157,1.0
sco_11981at7157_Aedes_aegypti,sco11981at7157,1.0
sco_11992at7157_Aedes_aegypti,sco11992at7157,1.0
sco_11994at7157_Aedes_aegypti,sco11994at7157,1.0
sco_12003at7157_Aedes_aegypti,sco12003at7157,1.0
sco_12005at7157_Aedes_aegypti,sco12005at7157,1.0
sco_12010at7157_Aedes_aegypti,sco12010at7157,1.0
sco_12012at7157_Aedes_aegypti,sco12012at7157,1.0
sco_12025at7157_Aedes_aegypti,sco12025at7157,1.0
sco_12029at7157_Aedes_aegypti,sco12029at7157,1.0
sco_1202at7157_Aedes_aegypti,sco1202at7157,1.0
sco_12031at7157_Aedes_aegypti,sco12031at7157,1.0
sco_12054at7157_Aedes_aegypti,sco12054at7157,1.0
sco_12057at7157_Aedes_aegypti,sco12057at7157,1.0
sco_12060at7157_Aedes_aegypti,sco12060at7157,1.0
sco_12078at7157_Aedes_aegypti,sco12078at7157,1.0
sco_12089at7157_Aedes_aegypti,sco12089at7157,1.0
sco_1208at7157_Aedes_aegypti,sco1208at7157,1.0
sco_12098at7157_Aedes_aegypti,sco29789at7157,0.9981925
sco_12102at7157_Aedes_aegypti,sco12102at7157,1.0
sco_12107at7157_Aedes_aegypti,sco12107at7157,1.0
sco_12117at7157_Aedes_aegypti,sco12117at7157,1.0
sco_12132at7157_Aedes_aegypti,sco12132at7157,1.0
sco_12139at7157_Aedes_aegypti,sco12139at7157,1.0
sco_12141at7157_Aedes_aegypti,sco12141at7157,1.0
sco_12146at7157_Aedes_aegypti,sco12146at7157,1.0
sco_12148at7157_Aedes_aegypti,sco12148at7157,1.0
sco_1216at7157_Aedes_aegypti,sco1216at7157,1.0
sco_12175at7157_Aedes_aegypti,sco12175at7157,1.0
sco_12189at7157_Aedes_aegypti,sco12189at7157,1.0
sco_12198at7157_Aedes_aegypti,sco12198at7157,1.0
sco_1219at7157_Aedes_aegypti,sco1219at7157,1.0
sco_121at7157_Aedes_aegypti,sco121at7157,1.0
sco_12217at7157_Aedes_aegypti,sco12217at7157,1.0
sco_12219at7157_Aedes_aegypti,sco12219at7157,1.0
sco_12234at7157_Aedes_aegypti,sco12234at7157,1.0
sco_12251at7157_Aedes_aegypti,sco12251at7157,1.0
sco_12253at7157_Aedes_aegypti,sco12253at7157,1.0
sco_12271at7157_Aedes_aegypti,sco12271at7157,1.0
sco_12274at7157_Aedes_aegypti,sco12274at7157,1.0
sco_12277at7157_Aedes_aegypti,sco12277at7157,1.0
sco_12279at7157_Aedes_aegypti,sco12279at7157,1.0
sco_12283at7157_Aedes_aegypti,sco12283at7157,1.0
sco_12297at7157_Aedes_aegypti,sco12297at7157,1.0
sco_12302at7157_Aedes_aegypti,sco12302at7157,1.0
sco_12307at7157_Aedes_aegypti,sco12307at7157,1.0
sco_1230at7157_Aedes_aegypti,sco1230at7157,1.0
sco_12315at7157_Aedes_aegypti,sco12315at7157,1.0
sco_12320at7157_Aedes_aegypti,sco12320at7157,1.0
sco_12325at7157_Aedes_aegypti,sco12325at7157,1.0
sco_12330at7157_Aedes_aegypti,sco12330at7157,1.0
sco_12342at7157_Aedes_aegypti,sco12342at7157,1.0
sco_12371at7157_Aedes_aegypti,sco12371at7157,1.0
sco_12373at7157_Aedes_aegypti,sco12373at7157,1.0
sco_12374at7157_Aedes_aegypti,sco12374at7157,1.0
sco_12403at7157_Aedes_aegypti,sco12403at7157,1.0
sco_12405at7157_Aedes_aegypti,sco12405at7157,1.0
sco_12412at7157_Aedes_aegypti,sco12412at7157,1.0
sco_12426at7157_Aedes_aegypti,sco12426at7157,1.0
sco_12438at7157_Aedes_aegypti,sco12438at7157,1.0
sco_12454at7157_Aedes_aegypti,sco12454at7157,1.0
sco_12456at7157_Aedes_aegypti,sco12456at7157,1.0
sco_12457at7157_Aedes_aegypti,sco12457at7157,1.0
sco_12460at7157_Aedes_aegypti,sco12460at7157,1.0
sco_12473at7157_Aedes_aegypti,sco12473at7157,1.0
sco_12478at7157_Aedes_aegypti,sco12478at7157,1.0
sco_1249at7157_Aedes_aegypti,sco1249at7157,1.0
sco_12504at7157_Aedes_aegypti,sco12504at7157,1.0
sco_12582at7157_Aedes_aegypti,sco12582at7157,1.0
sco_12601at7157_Aedes_aegypti,sco12601at7157,1.0
sco_12608at7157_Aedes_aegypti,sco12608at7157,1.0
sco_12619at7157_Aedes_aegypti,sco12619at7157,1.0
sco_12624at7157_Aedes_aegypti,sco12624at7157,1.0
sco_12627at7157_Aedes_aegypti,sco12627at7157,1.0
sco_12633at7157_Aedes_aegypti,sco12633at7157,1.0
sco_12640at7157_Aedes_aegypti,sco12640at7157,1.0
sco_12647at7157_Aedes_aegypti,sco12647at7157,1.0
sco_12649at7157_Aedes_aegypti,sco12649at7157,1.0
sco_12651at7157_Aedes_aegypti,sco12651at7157,1.0
sco_12665at7157_Aedes_aegypti,sco12665at7157,1.0
sco_12672at7157_Aedes_aegypti,sco12672at7157,1.0
sco_12678at7157_Aedes_aegypti,sco12678at7157,1.0
sco_1270at7157_Aedes_aegypti,sco1270at7157,1.0
sco_12738at7157_Aedes_aegypti,sco12738at7157,1.0
sco_12746at7157_Aedes_aegypti,sco12746at7157,1.0
sco_12758at7157_Aedes_aegypti,sco12758at7157,1.0
sco_12765at7157_Aedes_aegypti,sco12765at7157,1.0
sco_12771at7157_Aedes_aegypti,sco12771at7157,1.0
sco_12782at7157_Aedes_aegypti,sco12782at7157,1.0
sco_12786at7157_Aedes_aegypti,sco12786at7157,1.0
sco_12793at7157_Aedes_aegypti,sco45531at7157,0.9999211
sco_12795at7157_Aedes_aegypti,sco12795at7157,1.0
sco_12796at7157_Aedes_aegypti,sco12796at7157,1.0
sco_12797at7157_Aedes_aegypti,sco12797at7157,1.0
sco_12801at7157_Aedes_aegypti,sco12801at7157,1.0
sco_12806at7157_Aedes_aegypti,sco12806at7157,1.0
sco_12820at7157_Aedes_aegypti,sco12820at7157,1.0
sco_12824at7157_Aedes_aegypti,sco12824at7157,1.0
sco_12827at7157_Aedes_aegypti,sco12827at7157,1.0
sco_12830at7157_Aedes_aegypti,sco12830at7157,1.0
sco_12844at7157_Aedes_aegypti,sco12844at7157,1.0
sco_12852at7157_Aedes_aegypti,sco12852at7157,1.0
sco_12868at7157_Aedes_aegypti,sco12868at7157,1.0
sco_1286at7157_Aedes_aegypti,sco1286at7157,1.0
sco_12877at7157_Aedes_aegypti,sco12877at7157,1.0
sco_1287at7157_Aedes_aegypti,sco1287at7157,1.0
sco_12883at7157_Aedes_aegypti,sco12883at7157,1.0
sco_12902at7157_Aedes_aegypti,sco12902at7157,1.0
sco_12905at7157_Aedes_aegypti,sco12905at7157,1.0
sco_12918at7157_Aedes_aegypti,sco12918at7157,1.0
sco_12930at7157_Aedes_aegypti,sco12930at7157,1.0
sco_12943at7157_Aedes_aegypti,sco12943at7157,1.0
sco_12958at7157_Aedes_aegypti,sco12958at7157,1.0
sco_12959at7157_Aedes_aegypti,sco12959at7157,1.0
sco_12964at7157_Aedes_aegypti,sco12964at7157,1.0
sco_1297at7157_Aedes_aegypti,sco1297at7157,1.0
sco_13004at7157_Aedes_aegypti,sco13004at7157,1.0
sco_13005at7157_Aedes_aegypti,sco13005at7157,1.0
sco_13007at7157_Aedes_aegypti,sco13007at7157,1.0
sco_13011at7157_Aedes_aegypti,sco13011at7157,1.0
sco_13014at7157_Aedes_aegypti,sco13014at7157,1.0
sco_13017at7157_Aedes_aegypti,sco13017at7157,1.0
sco_1301at7157_Aedes_aegypti,sco1301at7157,1.0
sco_13033at7157_Aedes_aegypti,sco13033at7157,1.0
sco_13049at7157_Aedes_aegypti,sco13049at7157,1.0
sco_13053at7157_Aedes_aegypti,sco13053at7157,1.0
sco_13054at7157_Aedes_aegypti,sco13054at7157,1.0
sco_13079at7157_Aedes_aegypti,sco13079at7157,1.0
sco_13090at7157_Aedes_aegypti,sco13090at7157,1.0
sco_13098at7157_Aedes_aegypti,sco13098at7157,1.0
sco_13104at7157_Aedes_aegypti,sco13104at7157,1.0
sco_13105at7157_Aedes_aegypti,sco13105at7157,1.0
sco_1310at7157_Aedes_aegypti,sco1310at7157,1.0
sco_13112at7157_Aedes_aegypti,sco13112at7157,1.0
sco_13113at7157_Aedes_aegypti,sco13113at7157,1.0
sco_13133at7157_Aedes_aegypti,sco13133at7157,1.0
sco_13139at7157_Aedes_aegypti,sco13139at7157,1.0
sco_13153at7157_Aedes_aegypti,sco13153at7157,1.0
sco_13164at7157_Aedes_aegypti,sco13164at7157,1.0
sco_13177at7157_Aedes_aegypti,sco13177at7157,1.0
sco_13185at7157_Aedes_aegypti,sco13185at7157,1.0
sco_13188at7157_Aedes_aegypti,sco13188at7157,1.0
sco_131at7157_Aedes_aegypti,sco131at7157,1.0
sco_13212at7157_Aedes_aegypti,sco13212at7157,1.0
sco_13217at7157_Aedes_aegypti,sco13217at7157,1.0
sco_13229at7157_Aedes_aegypti,sco13229at7157,1.0
sco_13232at7157_Aedes_aegypti,sco14027at7157,1.0
sco_13234at7157_Aedes_aegypti,sco13234at7157,1.0
sco_13255at7157_Aedes_aegypti,sco13255at7157,1.0
sco_1325at7157_Aedes_aegypti,sco1325at7157,1.0
sco_13283at7157_Aedes_aegypti,sco13283at7157,1.0
sco_13291at7157_Aedes_aegypti,sco13291at7157,1.0
sco_13310at7157_Aedes_aegypti,sco13310at7157,1.0
sco_13326at7157_Aedes_aegypti,sco13326at7157,1.0
sco_13353at7157_Aedes_aegypti,sco42081at7157,0.9698916
sco_1335at7157_Aedes_aegypti,sco1335at7157,1.0
sco_13388at7157_Aedes_aegypti,sco13388at7157,1.0
sco_1338at7157_Aedes_aegypti,sco1338at7157,1.0
sco_13401at7157_Aedes_aegypti,sco13401at7157,1.0
sco_13407at7157_Aedes_aegypti,sco13407at7157,1.0
sco_13412at7157_Aedes_aegypti,sco13412at7157,1.0
sco_13413at7157_Aedes_aegypti,sco13413at7157,1.0
sco_13415at7157_Aedes_aegypti,sco13415at7157,1.0
sco_13424at7157_Aedes_aegypti,sco13424at7157,1.0
sco_13426at7157_Aedes_aegypti,sco31561at7157,0.9999678
sco_13433at7157_Aedes_aegypti,sco13433at7157,1.0
sco_13434at7157_Aedes_aegypti,sco13434at7157,1.0
sco_13441at7157_Aedes_aegypti,sco13441at7157,1.0
sco_13448at7157_Aedes_aegypti,sco13448at7157,1.0
sco_13455at7157_Aedes_aegypti,sco13455at7157,1.0
sco_13466at7157_Aedes_aegypti,sco13466at7157,1.0
sco_13468at7157_Aedes_aegypti,sco13468at7157,1.0
sco_13476at7157_Aedes_aegypti,sco13476at7157,1.0
sco_13478at7157_Aedes_aegypti,sco13478at7157,1.0
sco_1347at7157_Aedes_aegypti,sco1347at7157,1.0
sco_13485at7157_Aedes_aegypti,sco13485at7157,1.0
sco_13513at7157_Aedes_aegypti,sco13513at7157,1.0
sco_13515at7157_Aedes_aegypti,sco13515at7157,1.0
sco_13539at7157_Aedes_aegypti,sco13539at7157,1.0
sco_13540at7157_Aedes_aegypti,sco13540at7157,1.0
sco_13542at7157_Aedes_aegypti,sco13542at7157,1.0
sco_13546at7157_Aedes_aegypti,sco13546at7157,1.0
sco_1354at7157_Aedes_aegypti,sco1354at7157,1.0
sco_13556at7157_Aedes_aegypti,sco13556at7157,1.0
sco_13558at7157_Aedes_aegypti,sco13558at7157,1.0
sco_13568at7157_Aedes_aegypti,sco13568at7157,1.0
sco_13571at7157_Aedes_aegypti,sco13571at7157,1.0
sco_13580at7157_Aedes_aegypti,sco13580at7157,1.0
sco_13590at7157_Aedes_aegypti,sco19986at7157,0.999956
sco_13594at7157_Aedes_aegypti,sco13594at7157,1.0
sco_13606at7157_Aedes_aegypti,sco13606at7157,1.0
sco_13623at7157_Aedes_aegypti,sco13623at7157,1.0
sco_13632at7157_Aedes_aegypti,sco13632at7157,1.0
sco_13635at7157_Aedes_aegypti,sco13635at7157,1.0
sco_13637at7157_Aedes_aegypti,sco13637at7157,1.0
sco_13641at7157_Aedes_aegypti,sco13641at7157,1.0
sco_13642at7157_Aedes_aegypti,sco13642at7157,1.0
sco_13651at7157_Aedes_aegypti,sco13651at7157,1.0
sco_13659at7157_Aedes_aegypti,sco39339at7157,0.99999976
sco_13674at7157_Aedes_aegypti,sco13674at7157,1.0
sco_13681at7157_Aedes_aegypti,sco13681at7157,1.0
