sequence_id,prediction,confidence
sco_1086at7157_Anopheles_arabiensis,sco1086at7157,1.0
sco_10871at7157_Anopheles_arabiensis,sco10871at7157,1.0
sco_10878at7157_Anopheles_arabiensis,sco10878at7157,1.0
sco_10881at7157_Anopheles_arabiensis,sco10881at7157,1.0
sco_10898at7157_Anopheles_arabiensis,sco10898at7157,1.0
sco_10909at7157_Anopheles_arabiensis,sco10909at7157,1.0
sco_1091at7157_Anopheles_arabiensis,sco1091at7157,1.0
sco_10924at7157_Anopheles_arabiensis,sco10924at7157,1.0
sco_1092at7157_Anopheles_arabiensis,sco1092at7157,1.0
sco_10936at7157_Anopheles_arabiensis,sco10936at7157,1.0
sco_10952at7157_Anopheles_arabiensis,sco10952at7157,1.0
sco_10960at7157_Anopheles_arabiensis,sco10960at7157,1.0
sco_10962at7157_Anopheles_arabiensis,sco10962at7157,1.0
sco_10964at7157_Anopheles_arabiensis,sco10964at7157,1.0
sco_10967at7157_Anopheles_arabiensis,sco10967at7157,1.0
sco_10968at7157_Anopheles_arabiensis,sco10968at7157,1.0
sco_10979at7157_Anopheles_arabiensis,sco10979at7157,1.0
sco_10982at7157_Anopheles_arabiensis,sco10982at7157,1.0
sco_10984at7157_Anopheles_arabiensis,sco10984at7157,1.0
sco_10996at7157_Anopheles_arabiensis,sco10996at7157,1.0
sco_10997at7157_Anopheles_arabiensis,sco10997at7157,1.0
sco_1100at7157_Anopheles_arabiensis,sco1100at7157,1.0
sco_11014at7157_Anopheles_arabiensis,sco11014at7157,1.0
sco_11021at7157_Anopheles_arabiensis,sco11021at7157,1.0
sco_11022at7157_Anopheles_arabiensis,sco11022at7157,1.0
sco_11026at7157_Anopheles_arabiensis,sco11026at7157,1.0
sco_11028at7157_Anopheles_arabiensis,sco11028at7157,1.0
sco_11039at7157_Anopheles_arabiensis,sco11039at7157,1.0
sco_11043at7157_Anopheles_arabiensis,sco11043at7157,1.0
sco_11058at7157_Anopheles_arabiensis,sco11058at7157,1.0
sco_11065at7157_Anopheles_arabiensis,sco11065at7157,1.0
sco_11068at7157_Anopheles_arabiensis,sco11068at7157,1.0
sco_11074at7157_Anopheles_arabiensis,sco11074at7157,1.0
sco_11085at7157_Anopheles_arabiensis,sco11085at7157,1.0
sco_11089at7157_Anopheles_arabiensis,sco11089at7157,1.0
sco_11093at7157_Anopheles_arabiensis,sco11093at7157,1.0
sco_11102at7157_Anopheles_arabiensis,sco11102at7157,1.0
sco_11105at7157_Anopheles_arabiensis,sco11105at7157,1.0
sco_11108at7157_Anopheles_arabiensis,sco11108at7157,1.0
sco_11120at7157_Anopheles_arabiensis,sco11120at7157,1.0
sco_11121at7157_Anopheles_arabiensis,sco11121at7157,1.0
sco_11123at7157_Anopheles_arabiensis,sco11123at7157,1.0
sco_11128at7157_Anopheles_arabiensis,sco11128at7157,1.0
sco_11129at7157_Anopheles_arabiensis,sco11129at7157,1.0
sco_11136at7157_Anopheles_arabiensis,sco11136at7157,1.0
sco_11145at7157_Anopheles_arabiensis,sco11145at7157,1.0
sco_1114at7157_Anopheles_arabiensis,sco1114at7157,1.0
sco_11158at7157_Anopheles_arabiensis,sco11158at7157,1.0
sco_11159at7157_Anopheles_arabiensis,sco11159at7157,1.0
sco_11167at7157_Anopheles_arabiensis,sco11167at7157,1.0
sco_11171at7157_Anopheles_arabiensis,sco11171at7157,1.0
sco_11175at7157_Anopheles_arabiensis,sco11175at7157,1.0
sco_11181at7157_Anopheles_arabiensis,sco11181at7157,1.0
sco_11182at7157_Anopheles_arabiensis,sco11182at7157,1.0
sco_11186at7157_Anopheles_arabiensis,sco11186at7157,1.0
sco_11205at7157_Anopheles_arabiensis,sco11205at7157,1.0
sco_11211at7157_Anopheles_arabiensis,sco11211at7157,1.0
sco_11214at7157_Anopheles_arabiensis,sco11214at7157,1.0
sco_11239at7157_Anopheles_arabiensis,sco11239at7157,1.0
sco_11241at7157_Anopheles_arabiensis,sco11241at7157,1.0
sco_11243at7157_Anopheles_arabiensis,sco11243at7157,1.0
sco_11244at7157_Anopheles_arabiensis,sco11244at7157,1.0
sco_11255at7157_Anopheles_arabiensis,sco11255at7157,1.0
sco_11258at7157_Anopheles_arabiensis,sco11258at7157,1.0
sco_11308at7157_Anopheles_arabiensis,sco11308at7157,1.0
sco_11312at7157_Anopheles_arabiensis,sco11312at7157,1.0
sco_11314at7157_Anopheles_arabiensis,sco11314at7157,1.0
sco_11339at7157_Anopheles_arabiensis,sco11339at7157,1.0
sco_11352at7157_Anopheles_arabiensis,sco11352at7157,1.0
sco_11356at7157_Anopheles_arabiensis,sco11356at7157,1.0
sco_11370at7157_Anopheles_arabiensis,sco11370at7157,1.0
sco_11378at7157_Anopheles_arabiensis,sco11378at7157,1.0
sco_11380at7157_Anopheles_arabiensis,sco11380at7157,1.0
sco_11381at7157_Anopheles_arabiensis,sco11381at7157,1.0
sco_11385at7157_Anopheles_arabiensis,sco11385at7157,1.0
sco_11403at7157_Anopheles_arabiensis,sco11403at7157,1.0
sco_11414at7157_Anopheles_arabiensis,sco11414at7157,1.0
sco_11417at7157_Anopheles_arabiensis,sco11417at7157,1.0
sco_11419at7157_Anopheles_arabiensis,sco11419at7157,1.0
sco_11421at7157_Anopheles_arabiensis,sco11421at7157,1.0
sco_11444at7157_Anopheles_arabiensis,sco11444at7157,1.0
sco_1145at7157_Anopheles_arabiensis,sco1145at7157,1.0
sco_11470at7157_Anopheles_arabiensis,sco11470at7157,1.0
sco_11476at7157_Anopheles_arabiensis,sco11476at7157,1.0
sco_11482at7157_Anopheles_arabiensis,sco11482at7157,1.0
sco_11484at7157_Anopheles_arabiensis,sco11484at7157,1.0
sco_11488at7157_Anopheles_arabiensis,sco11488at7157,1.0
sco_11515at7157_Anopheles_arabiensis,sco11515at7157,1.0
sco_11531at7157_Anopheles_arabiensis,sco11531at7157,1.0
sco_11547at7157_Anopheles_arabiensis,sco11547at7157,1.0
sco_11556at7157_Anopheles_arabiensis,sco11556at7157,1.0
sco_11557at7157_Anopheles_arabiensis,sco11557at7157,1.0
sco_1155at7157_Anopheles_arabiensis,sco1155at7157,1.0
sco_11578at7157_Anopheles_arabiensis,sco11578at7157,1.0
sco_11582at7157_Anopheles_arabiensis,sco11582at7157,1.0
sco_11586at7157_Anopheles_arabiensis,sco11586at7157,1.0
sco_11591at7157_Anopheles_arabiensis,sco11591at7157,1.0
sco_11594at7157_Anopheles_arabiensis,sco11594at7157,1.0
sco_11601at7157_Anopheles_arabiensis,sco11601at7157,1.0
sco_11602at7157_Anopheles_arabiensis,sco11602at7157,1.0
sco_11609at7157_Anopheles_arabiensis,sco11609at7157,1.0
sco_11610at7157_Anopheles_arabiensis,sco11610at7157,1.0
sco_1161at7157_Anopheles_arabiensis,sco1161at7157,1.0
sco_11621at7157_Anopheles_arabiensis,sco11621at7157,1.0
sco_11636at7157_Anopheles_arabiensis,sco11636at7157,1.0
sco_1163at7157_Anopheles_arabiensis,sco1163at7157,1.0
sco_11641at7157_Anopheles_arabiensis,sco11641at7157,1.0
sco_11645at7157_Anopheles_arabiensis,sco11645at7157,1.0
sco_11647at7157_Anopheles_arabiensis,sco11647at7157,1.0
sco_11648at7157_Anopheles_arabiensis,sco11648at7157,1.0
sco_1164at7157_Anopheles_arabiensis,sco1164at7157,1.0
sco_11651at7157_Anopheles_arabiensis,sco11651at7157,1.0
sco_11652at7157_Anopheles_arabiensis,sco11652at7157,1.0
sco_11655at7157_Anopheles_arabiensis,sco11655at7157,1.0
sco_11664at7157_Anopheles_arabiensis,sco11664at7157,1.0
sco_11665at7157_Anopheles_arabiensis,sco11665at7157,1.0
sco_1166at7157_Anopheles_arabiensis,sco1166at7157,1.0
sco_11694at7157_Anopheles_arabiensis,sco11694at7157,1.0
sco_11696at7157_Anopheles_arabiensis,sco11696at7157,1.0
sco_11698at7157_Anopheles_arabiensis,sco11698at7157,1.0
sco_11720at7157_Anopheles_arabiensis,sco11720at7157,1.0
sco_11728at7157_Anopheles_arabiensis,sco11728at7157,1.0
sco_11742at7157_Anopheles_arabiensis,sco11742at7157,1.0
sco_11759at7157_Anopheles_arabiensis,sco11759at7157,1.0
sco_11775at7157_Anopheles_arabiensis,sco11775at7157,1.0
sco_11778at7157_Anopheles_arabiensis,sco11778at7157,1.0
sco_11784at7157_Anopheles_arabiensis,sco11784at7157,1.0
sco_11802at7157_Anopheles_arabiensis,sco11802at7157,1.0
sco_11817at7157_Anopheles_arabiensis,sco11817at7157,1.0
sco_11826at7157_Anopheles_arabiensis,sco11826at7157,1.0
sco_11832at7157_Anopheles_arabiensis,sco11832at7157,1.0
sco_11836at7157_Anopheles_arabiensis,sco11836at7157,1.0
sco_1183at7157_Anopheles_arabiensis,sco1183at7157,1.0
sco_11841at7157_Anopheles_arabiensis,sco11841at7157,1.0
sco_11851at7157_Anopheles_arabiensis,sco11851at7157,1.0
sco_11852at7157_Anopheles_arabiensis,sco11852at7157,1.0
sco_11862at7157_Anopheles_arabiensis,sco11862at7157,1.0
sco_11865at7157_Anopheles_arabiensis,sco11865at7157,1.0
sco_11867at7157_Anopheles_arabiensis,sco11867at7157,1.0
sco_11890at7157_Anopheles_arabiensis,sco11890at7157,1.0
sco_11907at7157_Anopheles_arabiensis,sco11907at7157,1.0
sco_11916at7157_Anopheles_arabiensis,sco11916at7157,1.0
sco_11926at7157_Anopheles_arabiensis,sco11926at7157,1.0
sco_11938at7157_Anopheles_arabiensis,sco11938at7157,1.0
sco_11941at7157_Anopheles_arabiensis,sco11941at7157,1.0
sco_11948at7157_Anopheles_arabiensis,sco11948at7157,1.0
sco_11956at7157_Anopheles_arabiensis,sco11956at7157,1.0
sco_11963at7157_Anopheles_arabiensis,sco11963at7157,1.0
sco_11966at7157_Anopheles_arabiensis,sco11966at7157,1.0
sco_11969at7157_Anopheles_arabiensis,sco11969at7157,1.0
sco_11972at7157_Anopheles_arabiensis,sco11972at7157,1.0
sco_11973at7157_Anopheles_arabiensis,sco11973at7157,1.0
sco_11977at7157_Anopheles_arabiensis,sco11977at7157,1.0
sco_11981at7157_Anopheles_arabiensis,sco11981at7157,1.0
sco_11994at7157_Anopheles_arabiensis,sco11994at7157,1.0
sco_12003at7157_Anopheles_arabiensis,sco12003at7157,1.0
sco_12005at7157_Anopheles_arabiensis,sco12005at7157,1.0
sco_12010at7157_Anopheles_arabiensis,sco12010at7157,1.0
sco_12012at7157_Anopheles_arabiensis,sco12012at7157,1.0
sco_12018at7157_Anopheles_arabiensis,sco12018at7157,1.0
sco_12025at7157_Anopheles_arabiensis,sco12025at7157,1.0
sco_12029at7157_Anopheles_arabiensis,sco12029at7157,1.0
sco_1202at7157_Anopheles_arabiensis,sco1202at7157,1.0
sco_12031at7157_Anopheles_arabiensis,sco12031at7157,1.0
sco_12054at7157_Anopheles_arabiensis,sco12054at7157,1.0
sco_12057at7157_Anopheles_arabiensis,sco12057at7157,1.0
sco_12060at7157_Anopheles_arabiensis,sco12060at7157,1.0
sco_12078at7157_Anopheles_arabiensis,sco12078at7157,1.0
sco_12089at7157_Anopheles_arabiensis,sco12089at7157,1.0
sco_1208at7157_Anopheles_arabiensis,sco1208at7157,1.0
sco_12098at7157_Anopheles_arabiensis,sco12098at7157,1.0
sco_12102at7157_Anopheles_arabiensis,sco12102at7157,1.0
sco_12107at7157_Anopheles_arabiensis,sco12107at7157,1.0
sco_12117at7157_Anopheles_arabiensis,sco12117at7157,1.0
sco_12132at7157_Anopheles_arabiensis,sco12132at7157,1.0
sco_12139at7157_Anopheles_arabiensis,sco12139at7157,1.0
sco_12141at7157_Anopheles_arabiensis,sco12141at7157,1.0
sco_12146at7157_Anopheles_arabiensis,sco12146at7157,1.0
sco_12148at7157_Anopheles_arabiensis,sco12148at7157,1.0
sco_1216at7157_Anopheles_arabiensis,sco1216at7157,1.0
sco_12175at7157_Anopheles_arabiensis,sco12175at7157,1.0
sco_12189at7157_Anopheles_arabiensis,sco12189at7157,1.0
sco_12198at7157_Anopheles_arabiensis,sco12198at7157,1.0
sco_1219at7157_Anopheles_arabiensis,sco1219at7157,1.0
sco_121at7157_Anopheles_arabiensis,sco121at7157,1.0
sco_12217at7157_Anopheles_arabiensis,sco12217at7157,1.0
sco_12219at7157_Anopheles_arabiensis,sco12219at7157,1.0
sco_12220at7157_Anopheles_arabiensis,sco12220at7157,1.0
sco_12234at7157_Anopheles_arabiensis,sco12234at7157,1.0
sco_12251at7157_Anopheles_arabiensis,sco12251at7157,1.0
sco_12253at7157_Anopheles_arabiensis,sco12253at7157,1.0
sco_12271at7157_Anopheles_arabiensis,sco12271at7157,1.0
sco_12274at7157_Anopheles_arabiensis,sco12274at7157,1.0
sco_12277at7157_Anopheles_arabiensis,sco12277at7157,1.0
sco_12279at7157_Anopheles_arabiensis,sco12279at7157,1.0
sco_12283at7157_Anopheles_arabiensis,sco12283at7157,1.0
sco_12297at7157_Anopheles_arabiensis,sco12297at7157,1.0
sco_12302at7157_Anopheles_arabiensis,sco12302at7157,1.0
sco_12307at7157_Anopheles_arabiensis,sco12307at7157,1.0
sco_1230at7157_Anopheles_arabiensis,sco1230at7157,1.0
sco_12315at7157_Anopheles_arabiensis,sco12315at7157,1.0
sco_12320at7157_Anopheles_arabiensis,sco12320at7157,1.0
sco_12325at7157_Anopheles_arabiensis,sco12325at7157,1.0
sco_12330at7157_Anopheles_arabiensis,sco12330at7157,1.0
sco_12342at7157_Anopheles_arabiensis,sco12342at7157,1.0
sco_12371at7157_Anopheles_arabiensis,sco12371at7157,1.0
sco_12373at7157_Anopheles_arabiensis,sco12373at7157,1.0
sco_12374at7157_Anopheles_arabiensis,sco12374at7157,1.0
sco_12378at7157_Anopheles_arabiensis,sco12378at7157,1.0
sco_12403at7157_Anopheles_arabiensis,sco12403at7157,1.0
sco_12405at7157_Anopheles_arabiensis,sco12405at7157,1.0
sco_12412at7157_Anopheles_arabiensis,sco12412at7157,1.0
sco_12426at7157_Anopheles_arabiensis,sco12426at7157,1.0
sco_12438at7157_Anopheles_arabiensis,sco12438at7157,1.0
sco_12454at7157_Anopheles_arabiensis,sco12454at7157,1.0
sco_12456at7157_Anopheles_arabiensis,sco12456at7157,1.0
sco_12457at7157_Anopheles_arabiensis,sco12457at7157,1.0
sco_12473at7157_Anopheles_arabiensis,sco12473at7157,1.0
sco_12478at7157_Anopheles_arabiensis,sco12478at7157,1.0
sco_1249at7157_Anopheles_arabiensis,sco1249at7157,1.0
sco_12504at7157_Anopheles_arabiensis,sco12504at7157,1.0
sco_12582at7157_Anopheles_arabiensis,sco12582at7157,1.0
sco_12601at7157_Anopheles_arabiensis,sco12601at7157,1.0
sco_12608at7157_Anopheles_arabiensis,sco12608at7157,1.0
sco_12619at7157_Anopheles_arabiensis,sco12619at7157,1.0
sco_12624at7157_Anopheles_arabiensis,sco12624at7157,1.0
sco_12627at7157_Anopheles_arabiensis,sco12627at7157,1.0
sco_12633at7157_Anopheles_arabiensis,sco12633at7157,1.0
sco_12640at7157_Anopheles_arabiensis,sco12640at7157,1.0
sco_12647at7157_Anopheles_arabiensis,sco12647at7157,1.0
sco_12649at7157_Anopheles_arabiensis,sco12649at7157,1.0
sco_12651at7157_Anopheles_arabiensis,sco12651at7157,1.0
sco_12665at7157_Anopheles_arabiensis,sco12665at7157,1.0
sco_12672at7157_Anopheles_arabiensis,sco12672at7157,1.0
sco_12678at7157_Anopheles_arabiensis,sco12678at7157,1.0
sco_12738at7157_Anopheles_arabiensis,sco12738at7157,1.0
sco_12746at7157_Anopheles_arabiensis,sco12746at7157,1.0
sco_12758at7157_Anopheles_arabiensis,sco12758at7157,1.0
sco_12765at7157_Anopheles_arabiensis,sco12765at7157,1.0
sco_12771at7157_Anopheles_arabiensis,sco12771at7157,1.0
sco_12781at7157_Anopheles_arabiensis,sco12781at7157,1.0
sco_12782at7157_Anopheles_arabiensis,sco12782at7157,1.0
sco_12786at7157_Anopheles_arabiensis,sco12786at7157,1.0
sco_12793at7157_Anopheles_arabiensis,sco12793at7157,1.0
sco_12795at7157_Anopheles_arabiensis,sco12795at7157,1.0
sco_12796at7157_Anopheles_arabiensis,sco12796at7157,1.0
sco_12797at7157_Anopheles_arabiensis,sco12797at7157,1.0
sco_12801at7157_Anopheles_arabiensis,sco12801at7157,1.0
sco_12806at7157_Anopheles_arabiensis,sco12806at7157,1.0
sco_12820at7157_Anopheles_arabiensis,sco12820at7157,1.0
sco_12824at7157_Anopheles_arabiensis,sco12824at7157,1.0
sco_12827at7157_Anopheles_arabiensis,sco12827at7157,1.0
sco_12830at7157_Anopheles_arabiensis,sco12830at7157,1.0
sco_12844at7157_Anopheles_arabiensis,sco12844at7157,1.0
sco_12852at7157_Anopheles_arabiensis,sco12852at7157,1.0
sco_12868at7157_Anopheles_arabiensis,sco12868at7157,1.0
sco_1286at7157_Anopheles_arabiensis,sco1286at7157,1.0
sco_12877at7157_Anopheles_arabiensis,sco12877at7157,1.0
sco_1287at7157_Anopheles_arabiensis,sco1287at7157,1.0
sco_12883at7157_Anopheles_arabiensis,sco12883at7157,1.0
sco_12902at7157_Anopheles_arabiensis,sco12902at7157,1.0
sco_12904at7157_Anopheles_arabiensis,sco12904at7157,1.0
sco_12905at7157_Anopheles_arabiensis,sco12905at7157,1.0
sco_12918at7157_Anopheles_arabiensis,sco12918at7157,1.0
sco_12930at7157_Anopheles_arabiensis,sco12930at7157,1.0
sco_12943at7157_Anopheles_arabiensis,sco12943at7157,1.0
sco_12958at7157_Anopheles_arabiensis,sco12958at7157,1.0
sco_12959at7157_Anopheles_arabiensis,sco12959at7157,1.0
sco_12964at7157_Anopheles_arabiensis,sco12964at7157,1.0
sco_1297at7157_Anopheles_arabiensis,sco1297at7157,1.0
sco_13004at7157_Anopheles_arabiensis,sco13004at7157,1.0
sco_13005at7157_Anopheles_arabiensis,sco13005at7157,1.0
sco_13007at7157_Anopheles_arabiensis,sco13007at7157,1.0
sco_13011at7157_Anopheles_arabiensis,sco13011at7157,1.0
sco_13014at7157_Anopheles_arabiensis,sco13014at7157,1.0
sco_13017at7157_Anopheles_arabiensis,sco13017at7157,1.0
sco_1301at7157_Anopheles_arabiensis,sco1301at7157,1.0
sco_13033at7157_Anopheles_arabiensis,sco13033at7157,1.0
sco_13049at7157_Anopheles_arabiensis,sco13049at7157,1.0
sco_13053at7157_Anopheles_arabiensis,sco13053at7157,1.0
sco_13054at7157_Anopheles_arabiensis,sco13054at7157,1.0
sco_13071at7157_Anopheles_arabiensis,sco13071at7157,1.0
sco_13076at7157_Anopheles_arabiensis,sco13076at7157,1.0
sco_13079at7157_Anopheles_arabiensis,sco13079at7157,1.0
sco_13090at7157_Anopheles_arabiensis,sco13090at7157,1.0
sco_13098at7157_Anopheles_arabiensis,sco13098at7157,1.0
sco_13104at7157_Anopheles_arabiensis,sco13104at7157,1.0
sco_13105at7157_Anopheles_arabiensis,sco13105at7157,1.0
sco_1310at7157_Anopheles_arabiensis,sco1310at7157,1.0
sco_13112at7157_Anopheles_arabiensis,sco13112at7157,1.0
sco_13113at7157_Anopheles_arabiensis,sco13113at7157,1.0
sco_13115at7157_Anopheles_arabiensis,sco13115at7157,1.0
sco_13133at7157_Anopheles_arabiensis,sco13133at7157,1.0
sco_13139at7157_Anopheles_arabiensis,sco13139at7157,1.0
sco_13153at7157_Anopheles_arabiensis,sco13153at7157,1.0
sco_13164at7157_Anopheles_arabiensis,sco13164at7157,1.0
sco_13177at7157_Anopheles_arabiensis,sco13177at7157,1.0
sco_13185at7157_Anopheles_arabiensis,sco13185at7157,1.0
sco_13188at7157_Anopheles_arabiensis,sco13188at7157,1.0
sco_131at7157_Anopheles_arabiensis,sco131at7157,1.0
sco_13203at7157_Anopheles_arabiensis,sco13203at7157,1.0
sco_13212at7157_Anopheles_arabiensis,sco13212at7157,1.0
sco_13215at7157_Anopheles_arabiensis,sco13215at7157,1.0
sco_13217at7157_Anopheles_arabiensis,sco13217at7157,1.0
sco_13229at7157_Anopheles_arabiensis,sco13229at7157,1.0
sco_13232at7157_Anopheles_arabiensis,sco13232at7157,1.0
sco_13234at7157_Anopheles_arabiensis,sco13234at7157,1.0
sco_13255at7157_Anopheles_arabiensis,sco13255at7157,1.0
sco_1325at7157_Anopheles_arabiensis,sco1325at7157,1.0
sco_13283at7157_Anopheles_arabiensis,sco13283at7157,1.0
sco_13291at7157_Anopheles_arabiensis,sco13291at7157,1.0
sco_13310at7157_Anopheles_arabiensis,sco13310at7157,1.0
sco_13326at7157_Anopheles_arabiensis,sco13326at7157,1.0
sco_13353at7157_Anopheles_arabiensis,sco13353at7157,1.0
sco_1335at7157_Anopheles_arabiensis,sco1335at7157,1.0
sco_13388at7157_Anopheles_arabiensis,sco13388at7157,1.0
sco_1338at7157_Anopheles_arabiensis,sco1338at7157,1.0
sco_13401at7157_Anopheles_arabiensis,sco13401at7157,1.0
sco_13407at7157_Anopheles_arabiensis,sco13407at7157,1.0
sco_13412at7157_Anopheles_arabiensis,sco13412at7157,1.0
